"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL394926";"";"None";"378.39";"0";"2.45";"68";"COC(=O)c1ccc(NC(=O)c2ccc3[nH]c4c(c3c2)C(C)CNC4=O)cn1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"16.17";"0.30";"3.67";"5.41";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL2036452";"";"None";"484.99";"1";"5.91";"5";"Clc1ccc(-c2ccc(C3=NOC(c4ccccc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"15.05";"0.28";"1.39";"13.71";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL2036453";"";"None";"484.99";"1";"5.91";"6";"Clc1ccc(-c2ccc(C3ON=C(c4ccccc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"11.20";"0.21";"-0.48";"10.20";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL2036455";"";"None";"436.94";"0";"4.60";"8";"Clc1ccc(-c2ccc(C3=NOCCCN3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"13.40";"0.26";"1.25";"11.00";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL2036456";"";"None";"485.98";"1";"5.30";"9";"Clc1ccc(-c2ccc(C3=NOC(c4ccccn4)N3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"15.48";"0.29";"2.22";"11.38";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL319170";"";"None";"265.36";"0";"2.75";"15";"COc1ccc2sc3c(c2c1)SCCNC3=O";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"19.82";"0.42";"2.51";"13.72";"0";"CHEMBL1063346";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL559487";"";"None";"248.31";"0";"2.15";"25";"C[C@@H]1CNc2c(sc3ccc(O)cc23)C(=O)N1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"27.07";"0.54";"4.57";"10.95";"0";"CHEMBL1063344";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL562606";"";"None";"373.48";"0";"4.97";"34";"Cc1ccccc1-c1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1";"IC50";"'='";"3360.0";"nM";"5.47";"";"";"UO_0000065";"14.66";"0.28";"0.50";"10.13";"0";"CHEMBL1061560";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL599478";"";"None";"348.41";"0";"2.81";"8c";"COc1ccc(-n2cc(-c3ccc4c(c3)C(=O)NCCC4)c(N)n2)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.10";"0.31";"3.15";"7.25";"0";"CHEMBL1071091";"Inhibition of human MK2 by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL122617";"1-NAPHTHOL";"None";"144.17";"0";"2.55";"1-naphthol";"Oc1cccc2ccccc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1027395";"Inhibition of human recombinant MK2 expressed in Escherichia coli BL21(DE3) after 60 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140089";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL585958";"";"None";"352.14";"0";"2.28";"10";"Nc1nccc(Nc2cc(I)c3[nH]ncc3c2)n1";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"14.32";"0.38";"2.76";"5.45";"0";"CHEMBL1072653";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153138";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL605125";"";"None";"473.56";"0";"3.45";"14c";"CS(=O)(=O)Nc1cccc(-c2cccc(-n3cc(-c4ccc5c(c4)CCNC5=O)c(N)n3)c2)c1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"14.24";"0.27";"3.29";"5.66";"0";"CHEMBL1071091";"Inhibition of human MK2 by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1614995";"";"None";"388.43";"0";"3.09";"3";"COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)c1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"14.99";"0.27";"2.73";"6.53";"0";"CHEMBL1805887";"Inhibition of MK2 mediated anisomycin-stimulated hsp27 phosphorylation in human THP-1 cells by fluorometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307574";""
"CHEMBL2017458";"";"None";"395.89";"0";"4.29";"1b";"CN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"15.72";"0.30";"1.93";"12.77";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL3629150";"";"None";"495.97";"0";"4.46";"7b";"CC(C)(C)OC(=O)Nc1ccc(N/C(=N/C(=O)c2ccccc2)NCc2nc(Cl)cnc2N)cc1";"IC50";"'='";"36000.0";"nM";"4.44";"";"";"UO_0000065";"8.96";"0.17";"-0.02";"3.09";"0";"CHEMBL3630368";"Inhibition of MK2 (unknown origin) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3629153";"";"None";"477.91";"0";"3.42";"7e";"Nc1ncc(C2CC2)nc1CN/C(=N\C(=O)c1ccc(Cl)cc1)Nc1ccc2[nH]c(=O)oc2c1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"11.97";"0.23";"2.30";"3.78";"0";"CHEMBL3630368";"Inhibition of MK2 (unknown origin) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL1938688";"";"None";"401.45";"0";"3.65";"32";"Fc1ccc(-c2cc3c(o2)-c2nncn2-c2ccc(N4CCNCC4)cc2C3)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.49";"0.36";"4.17";"13.23";"0";"CHEMBL1942718";"Inhibition of MK2 using TAMRA-labeled peptide as substrate pre-incubated for 30 mins prior substrate addition measured after 30 mins incubation in dark using fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2163605";"";"None";"384.92";"0";"4.37";"67";"CCc1c(N[C@H]2CC[C@H](N)CC2)nc2ccnn2c1Nc1ccccc1Cl";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"15.13";"0.29";"1.45";"7.26";"0";"CHEMBL2167126";"Inhibition of MAPKAP-K2 using KKLNRTLSVA as substrate and [33P]-gamma-ATP after 30 mins by liquid scintillation counter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163300";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL270148";"";"None";"480.59";"0";"2.65";"29";"CN1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C(C)(C)CNC5=O)n2)CC1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"17.27";"0.33";"5.65";"7.66";"0";"CHEMBL949020";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143865";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL3706778";"";"None";"297.31";"0";"2.52";"2k";"CCOc1cc2c(cc1O)Cc1c(cc(N)c(C#N)c1N)O2";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"20.56";"0.38";"3.59";"5.34";"0";"CHEMBL832345";"Concentration of 50% inhibition by compound towards mitogen activated protein kinase -activated protein kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL242753";"";"None";"458.52";"1";"5.35";"43";"O=C(NCc1ccncc1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL891251";"Inhibition of MARKAP2 kinase by radiometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147174";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";""
"CHEMBL390601";"";"None";"291.31";"0";"1.82";"12";"O=C1NCCc2[nH]c(-c3ccnc(-c4cncnc4)c3)cc21";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"24.31";"0.44";"5.26";"8.47";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL281957";"";"None";"484.43";"1";"6.54";"43";"CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL710958";"Inhibition of MAP kinase-activated protein kinase 1b/MAP kinase-activated protein kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136753";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL501709";"";"None";"565.48";"2";"6.69";"37";"N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'='";"131000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1008389";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136974";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL1929238";"";"None";"554.54";"2";"5.23";"27";"CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1932887";"Inhibition of MAPKAPK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1926590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL561334";"";"None";"283.36";"0";"2.99";"19";"C[C@@H]1CNc2c(sc3ccc4ncccc4c23)C(=O)N1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"25.77";"0.50";"4.31";"13.52";"0";"CHEMBL1061560";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL559881";"";"None";"320.37";"0";"2.00";"30";"COC(=O)COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O";"IC50";"'='";"78000.0";"nM";"4.11";"";"";"UO_0000065";"12.82";"0.26";"2.11";"5.36";"0";"CHEMBL1063346";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL395573";"";"None";"454.29";"1";"5.54";"33";"N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'='";"40100.0";"nM";"4.40";"";"";"UO_0000065";"9.68";"0.19";"-1.14";"5.01";"0";"CHEMBL896201";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148782";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL3902121";"";"None";"512.94";"2";"5.04";"BDBM235961";"Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'='";"7.3";"nM";"8.14";"";"411205";"UO_0000065";"15.86";"0.31";"3.10";"9.03";"0";"CHEMBL3888628";"Inhibition Assay: Kinase reactions is carried out in a 384-well plate (Matrical, MP101-1-PP) in 20 mM HEPES pH 7.5, 10 mM MgCl2, 0.0005% Tween-20, 0.01% BSA, 1 mM DTT, and 2% DMSO. The inhibitor concentration is varied between 0.02-30,000 nM, while the Hsp27 peptide substrate and MgATP are held constant at 1 μM and 10 μM, respectively. Activated p38α is added to a final concentration of 20 pM for reactions with nonphosphorylated 1 nM His6-MK2 in the cascade reaction. For the p38α/PRAK cascade, unactivated GST-PRAK is held constant at 1 nM while p38α is added in to a final concentration of 20 pM. Kinase reactions are incubated at room temperature and quenched after 30 minutes by the addition of stop buffer (180 mM HEPES, 30 mM EDTA, and 0.2% Coating Reagent-3). Under these conditions, approximately 20% of the substrate Hsp27 peptide is phosphorylated. Reactions are initiated by the addition of activated p38α except for preincubation experiments, where reactions are initiated by the addition of Hsp27 peptide and MgATP. Preincubation of p38α with inhibitor or p38α with unactivated His6-MK2 or unactivated GST-PRAK and inhibitor are performed at 2X final assay concentrations at room temperature 240 minutes prior to adding ATP and Hsp27 peptide to initiate catalysis.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886785";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3884319";"";"None";"386.45";"0";"4.24";"33";"CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.94";"0.24";"0.76";"6.38";"0";"CHEMBL3876112";"Inhibition of human recombinant full length His-tagged MAPKAPK2 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875183";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1258913";"";"None";"544.68";"1";"4.28";"38";"O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1260189";"Inhibition of MAPKAPK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255180";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL3962170";"";"None";"510.97";"2";"6.11";"BDBM235962";"Cc1cnc(-c2ccnc(C(C)(C)C)n2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'='";"210.0";"nM";"6.68";"";"411211";"UO_0000065";"13.07";"0.25";"0.57";"9.55";"0";"CHEMBL3888628";"Inhibition Assay: Kinase reactions is carried out in a 384-well plate (Matrical, MP101-1-PP) in 20 mM HEPES pH 7.5, 10 mM MgCl2, 0.0005% Tween-20, 0.01% BSA, 1 mM DTT, and 2% DMSO. The inhibitor concentration is varied between 0.02-30,000 nM, while the Hsp27 peptide substrate and MgATP are held constant at 1 μM and 10 μM, respectively. Activated p38α is added to a final concentration of 20 pM for reactions with nonphosphorylated 1 nM His6-MK2 in the cascade reaction. For the p38α/PRAK cascade, unactivated GST-PRAK is held constant at 1 nM while p38α is added in to a final concentration of 20 pM. Kinase reactions are incubated at room temperature and quenched after 30 minutes by the addition of stop buffer (180 mM HEPES, 30 mM EDTA, and 0.2% Coating Reagent-3). Under these conditions, approximately 20% of the substrate Hsp27 peptide is phosphorylated. Reactions are initiated by the addition of activated p38α except for preincubation experiments, where reactions are initiated by the addition of Hsp27 peptide and MgATP. Preincubation of p38α with inhibitor or p38α with unactivated His6-MK2 or unactivated GST-PRAK and inhibitor are performed at 2X final assay concentrations at room temperature 240 minutes prior to adding ATP and Hsp27 peptide to initiate catalysis.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886785";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL409876";"";"None";"369.45";"0";"1.93";"25f";"CNCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"16.68";"0.32";"4.23";"7.00";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL519693";"";"None";"383.47";"0";"2.68";"17";"NS(=O)(=O)c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1";"IC50";"'>'";"25118.86";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL985025";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138455";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL246301";"";"None";"466.57";"0";"2.55";"85";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NC5CCN(C)CC5)cs4)cc3c21";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"17.15";"0.33";"5.45";"6.71";"1";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL245704";"";"None";"245.28";"0";"0.85";"43";"COc1ccc2[nH]c3c(c2c1)CCNC3C(N)=O";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL922889";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140654";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL247911";"";"None";"274.32";"0";"2.23";"89";"CCC1Cc2c([nH]c3ccc(OC)cc23)C(C(=O)O)N1";"IC50";"'='";"64000.0";"nM";"4.19";"";"";"UO_0000065";"15.29";"0.29";"1.96";"5.64";"0";"CHEMBL922889";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140654";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
